name,label
Pumpkin frozen ; FROZEN STEAMED PUMPKIN,7
Sweet potato frozen; PRCHNA,7
물품  Red Pepper ; Frozen,7
Garlic dried;;Garlic 100;PRCHNA,7
동부,7
동부,7
Dried small red bean; 삶아서 건조한 팥,7
Yam frozen,7
Leguminous Vegetables frozen; BOILED FROZEN SOYBEAN(FOOD GRADE),7
Dried Chilly Leaves,7
MushroomPhellinus Gunus,7
Small red bean dried; SMALL RED BEANS; USA,7
Dried Small beans peeled,7
Dried Hemerocallis Fulva Flowers,7
Peach frozen; IQF복숭아; SAFR,8
Dehydrated Coconut,8
DRIED PERSIMMONS,8
Peach diced,8
Jujubes dried; JUJUBE with WALNUT,8
Oriental Melon; Korea Melon; RKOREA,8
Hazelnut,8
Dried jujube; JUJUBE SNACK; PRCHNA,8
Date dried,8
Walnuts in shell,8
Green tea;SHNEY SUGAR LOWERING TEA,9
Partly fermented tea;;;PRCHNA,9
Green tea; TRADITIONAL NANAH MAROCCO; FRANCE,9
Green tea,9
Green tea powder;MATCHA KOY,9
Green tea; FLEURS DE JASMIN; FRANCE,9
Green tea powder,9
Flavored green tea,9
Partly fermented tea; 철관음(A301); PRCHNA,9
Coffee husk;Flake;For feed,9
Bay leaves dried; LORBEERBIATTER,9
Green tea; JE NE SAIS QUOI; FRANCE,9
Partly fermented tea; China Jasmine tea ; PRCHNA,9
Green tea;;;PRCHNA,9
Green tea; TAIWAN,9
Black tea; TE DARJEELING INFUSION EN CAPSULAS; 32gbox; SPAIN,9
Black tea;;;PRCHINA,9
Maize for feeding; TAIWAN,10
Broken rice; 쌀조각,10
Nonglutious husked black ricepartially steamed,10
Glutinous ricepartially steamed,10
Corn,10
Other worked quinoa; PPERU,10
Nonglutinous rice partially steamed; STEAMED RICE,10
Black rice partially germinated;;;PRCHNA,10
Oats,10
Glutinous ricePartially roasted,10
Nonglutinous rice partially steamed;;;PRCHNA,10
Chiness Broken Corn,10
Hulled quinoa ; PPERU,10
Nonglutinous rice partially steamed; C,10
Brown rice partially germinated;;;PRCHNA,10
Hulled quinoa; PPERU,11
Buckwheat partially steamed hulled; Roasted buckwheat kernels; RUSSIAN,11
Cooked rice flaked,11
Oat rolled; Moms Best Naturals Quick Oats; USA,11
Acorn starch,11
Hulled quinoa; P00714; PPERU,11
manioc starch,11
Buckwheat powder; FANCY BUCKWHEAT FLOUR; USA,11
Other worked red quinoa;; PPERU,11
Buckwheat powder; SUPREME BUCKWHEAT FLOUR; USA,11
Barley flour; PRCHNA,11
Rolled OATS,11
Corn Starch ;;;PRCHINA,11
Other starch;Chinese water chestnut starch;;;PRCHNA,11
Maize(corn) flour; MAIZE CORN FLOUR; PRCHNA,11
Corn flour;SUPEREX CORN,11
Sweet potato starch preparation,11
Meal of the oats; Organic Baby Cereal 100 Oat,11
Corn meal; MAIZE GRITSSample 4; INDIA,11
Pea powder; DENMARK,11
Manioc(Cassava) starch for food; Taiwan fried chicken powder(coarse) TAIWAN,11
 Potato powder mixed with corn starch etc ; GL909SF  Potato flake mixed with corn starch etc ; GL890MP,11
Potato starchFOODSTARCH OK,11
Corn starch;;For food;Corn starch 60Wheat starch 20Potato starch 15Palm oil 17Ascorbic acid 15etc; AUSTRAL,11
Buckwheat flaked; BUCKWHEAT FLAKES; LITHUA,11
Cassava powder;SPCG1;THAILND,11
Inulin; RAFTIFEED IPX;;;BELGIUM,11
Cereal grains otherwise worked;4Korn Flocken(DEMETER 4KORN MUSLI;;;GERMANY,11
Blueberry powder ; Activz Blue berry Powder ; canister type ; USA,11
Maize(corn) starch;;SSIII;;;PRCHINA,11
제주상황보리 제주상황보리분;;;RKOREA,11
Potato starch,11
Wheat flour pregelatinized; INNOSENSE WHEAT 11504,11
Maize(corn) fluor; 알파옥수수분말(OT);,11
Dried Bitter Gourd Powder; FREEZE DRIED BITTER GOURD POWDER; INDIA,11
Cassava powder;;;THAILND,11
Acorn starch,11
Sago starch; Sago Starch(Sago MixN); INDNSIA,11
Rhodiola sachalinensis root,12
Millet straw,12
Rye straw,12
Oat hay,12
Flower seed,12
SEED MIX( oat flakes  linseed sunflower kernels  sesame seedunpeeled),12
Buckwheat husks;;;CHINA,12
Rosemary chopped dried; Rosemarin geschnitten,12
Tomato seeds; SEED STICK; RKOREA,12
Buckwheat Hull,12
Stevia leafdried,12
Angelica Keiskei 신립초명일엽,12
Chia seeds; NUTIVA ORGANIC CHIA SEED; Net wt 32oz(2lb)(907g); PARAGUY,12
Soya bean flour; For food,12
HONEYBUSH CHIPHONEYBUSH CHIP,12
Fescue seed;들묵새(grass seed);;;USA,12
Lupine seed;HAMBURG LUPINS;Grain;For food;AUSTRAL,12
Oenothera biennis seed; UK,12
Mallow flower buds dried,12
Alfalfa cube,12
Soybean Powder,12
Shelled Pumpkin Seed,12
Leaves of lagerstroemia speciosa;BANABA LEAVES,12
Barley young leaf powder; BARLEY GRASS EXTRACT POWDER,12
Pine needle powder,12
Ascophyllum nodosum powder; PRODEN PLAQUE OFF,12
Chia seed;; PARAGUY,12
Sunflower seed,12
Hay,12
Lawn seed; HJC1,12
Red ginseng extract; 홍삼단,13
Yucca Schidigera Extract(DK SARSAPONIN 30),13
Korean raisin tree fruit extract; Hovenia Dulcis Thunb One Shot; RKOREA,13
Soy bean germ extract;Soy life extra NONGMO;Powder;For food,13
Camellia japonica flower extract; RKOREA,13
Vegetable extracts; Soapberry Saponin Powder,13
Crataegus fructus extract;;Viscous liquid;For food;;JAPAN,13
Garcinia cambogia peel extract Garcinia Cambogia Extract LiquidCitri Max,13
Phellinus linteus mycelia extract powder;Mesima extract powder,13
Chaga mushroom extract; Liquid Chaga extract; RUSSIAN,13
Tea plant seed extract;TEA SAPONIN,13
Brown rice germ extract Oryza gaba extract,13
Yucca extract ;YUCCA EXTRACT TDS70;Liquid;For supplementary feed;Yucca extract 100;USA,13
Radix notoginseng extract powder,13
Vegetable extracts; HUEM; RKOREA,13
Vegetable extract;RELEAF LIQUID;INDIA,13
Chlorella extract powder;;Pale yellow fine powder,13
Vegetable extracts; JOR Red Complex,13
Lycii fructus extract;Chiness Wolfberry Powdered Extract;;;US,13
Leaves of Musa Sapientum; BANANA LEAF,14
Soap Berry(무환자나무 열매),14
Cotton hulls NUMMERN GOSSYPIUM SP,14
Annatto seeds;; KAMPCHA,14
Vegetable oil preparation inedible ; Terpineol Oil Solution,15
Yolk oil preparation;DHA YOLK OIL;;JAPAN,15
Prepatation of vegatable oil ;Bakery Magic,15
Edible mixtures of vegetable oils ; WECOBEE S ; USA,15
Crude palm oil(규격  IGPO),15
Mixture of vegetable oil modification; Palkerin LT38; MALAYA,15
Residues resulting from the treatment of fatty substances; Biodiesel Distillation Residues (BDR),15
Vegetable oil preparation; 쿡메이트에프씨 오일; RKOREA,15
Vegetable oil preparation ; 시즈닝로스트 양파향미유A; JAPAN,15
Edible mixtures of vegetable oils; ORGANIC BLEND OIL; NETHERL,15
Vegetable oil preparation,15
Peanut oilrefined;;;ARGENTN,15
Vegetable oil preparation; ROASTED GARLIC EXTRA VIRGIN OLIVE OIL; USA,15
Fish oil preparation;OMEGA PLUS,15
Vegetable oils partly or wholly hydrogenated ; Hydrogenated rapeseed oil ; Kahlwax 6237 ; GERMANY,15
Fish oil preparation; DD oil type 3G;;Japan,15
Emulsified fish oil; Won Neo 50,15
Walnut oil,15
Argan oil,15
Safflower oil,15
Vegetable oil preparation; 대파풍미유,15
Prepared Chicken with vegetable; TOP SHELF GLAZED CHICKEN,16
Breaded shrimp frozen; BREADED SHRIMP; THAILND,16
Chicken meat preparations; SouChef; USA,16
Vitadeer; extract of Deer,16
SquidUroteuthis duvauceli(Loligo duvauceli) prepared or preserved frozen; 냉동화살오징어(FROZEN ARROW SQUID FILLET GRILLED); THAILND,16
Beef Preparation,16
Meat preparation canned,16
Abomasum of bovine animal seasoned and steamed; 오븐에 구운 소막창 초벌바베큐,16
Beef Preparation Potato Qeema,16
Pork preparation; SMOKED PULLED PORK; USA,16
Prepared Cod with vegetable sauce; Lomon fillet of Cod,16
Beef extract 50 mixed with polysaccharide 20 maltodextrin 15 CARNITCH3,16
Beef preparation Libbys Diners,16
소갈비 통조림,16
Sausages; JACK LINKS BEEF STEAK BARS,16
Chicken prepared with vegetable and rice; Sweet and Sour Chicken,16
Mussels preparations; PIMIENTOS DEL PIQUILLO RELLENOS DE MARISCO,16
SquidUroteuthis duvauceli(Loligo duvauceli) prepared or preserved frozen; FROZEN ARROW SQUID BODY(GRILLED); THAILND,16
Sausage; Pepper stick,16
Sausage; CHICKEN VIENNA SAUSAGE; USA,16
Fish extract;Katsuo Extract No55;Dark brown color;For food;JAPAN,16
 Sausage  Pork preparation; ANTIPASTO GRAN BERETTA; GERMANY,16
Stuffed Tortilla,16
Chicken preparation; 조미닭고기후레이크; RKOREA,16
Fish preparation; 건조맛살어묵S1,16
Breaded shrimp frozen; SHRIMPS; VIETNAM,16
Shrimp extract; 단새우 추출 조미액; PRCHNA,16
Sausage (Campioni pillow pack pepperoni),16
Beef bone extract;;Paste;For food;Beef bone extract salt;PRCHNA,16
Squid preparation frozen ; NIGIRI EDAMAME ; THAILND,16
Beef preparations;;Beef Stroganoff Stew;;;AUSTRAL,16
Chicken preparation; Thai Mussaman Curry Chicken; THAILND,16
Anchovy seasoned with sugar palm oil ginger essense sesame,16
Seasoned Squid; Seasoned Squid(오징어젓); PRCHNA,16
Prepared salmon; Hot smoked atlantic salmon; NORWAY,16
Beef preparation; Mrs Macs Pepper Steak Pie; AUSTRAL,16
Ham prepared; HONEY CURED HAM;793lbpack;;USA,16
Crustaceans extracts; 꽃게엑기스,16
Sugar,17
White chocolate preparations; MATCHA X5; MACHA CRUNCH BAR; RKOREA,17
Candy Propolis Candy,17
Sugar Confectionery 팝핑껌 Poping gum,17
Sugar confectronery Rich and Slin vanilla,17
Raw cane sugar; A600; Lote 12 197 1 GA A600,17
Junior sweetsour flat pops,17
Sugar,17
Candy FISHERMANS FRIEND SUPER STRONG MINTS LOZENGES,17
Artificial honey;Honey powder,17
Sugar confectionary; SOFT MONTELIMAR NOUGAT; FRANCE,17
CANDY ; URC BAKEFRUIT ORANGE PIECES 119240161,17
Drops,17
Other sugar; 양봉기초사료; VIETNAM,17
Sugar confectionery; Cranberry Yogi Bites; USA,17
Candy ChewMee,17
Lactulose syrup,17
Sugar candy,17
Maltodextrin; PRCHNA,17
Other sugar ; PURASWEET 500 ; MALAYA,17
Fructose; Bio Fruchtzucker,17
Sugar;;;MALAYA,17
Raw cane sugar; LOTE 12 195 1 GA A600,17
Sugar,17
Philadelphia Paris Almonds Candy,17
Artificial honey; Cactus honey powder,17
Glucose;PINE FIBERBi;;;JAPAN,17
Other sugar; ORGANIC CANE SUGAR; ARGENTN,17
Chocolate confectionery; MILK CHOCOLATE CHERRIES; USA,18
Other food preparations containing cocoa; FLAVOURED WHITE TEA COCONUT TRUFFLE; GERMANY,18
Chocolate; KANEKA FILLING MILD CHOCO FL KS,18
 Cereal flake(oat corn wheat)  Cereal flourmix(wheat rice maize) 36 mixed with Corn syrup 222 Milk chocolate 212 Sugar 76 Almond  peanuts 7 Honey 1 etc  Cereal flake(oat corn wheat) Cereal flour mix (wheat rice maize) 45 mixed with Corn syrup 277  Almond  peanuts 106Sugar 99 Vegetable565 Honey 1 etc; CORNY NOISETTES; for food; SCHWARTAUER WERKE Germany  Cereal flake(oat corn wheat) Cereal flour mix (wheat rice maize) 423 mixed with Corn syrup 265 Vegetable oil 134Dried fruits(applestrawberry)88 Honey 35 etc; CORNY YOGHURT; for food; SCHWARTAUER WERKE Germany,18
Chocolate; HOJAS 70 FLOR DE SAL; SPAIN,18
Chocolate confectionery; AMATLLONS; SPAIN,18
Chocolate confectionery; Mrs Mays Rounds Whole Mango; USA,18
Chocolate ; 도브 밀크초코릿 43G ; PRCHNA,18
Chocolate spread;Milky Chocolate Spread;Paste300gbottle,18
Choco Pop,18
Chocolate confectionary filled; PEAKZ Crunchy chocolate squares Mint,18
Cocoa powder mixed with isolated soy protein powder fructose etcKinako cocoa diet,18
Chocolate preparations;;USA,18
Chocolate confectionery; TIRAMISU CHOCOLATE 1000g; ITALY,18
Chocolate spread; Lucilla; ITALY,18
Chocolate; SPACEKIDDIES; MALAYA,18
Other food preparation containing cocoa; 아레스 민트 초코 라떼 파우더(Ares mint choco latte powder);,18
Food preparations containing cocoa; HERSHEY COOKIES N CREAM; USA,18
Chocolate confectionery; FROZEN MANGO HALF CUT WITH CHOCOLATE; VIETNAM,18
Chocolate confectionery;BARRE HYPERPROTEINEE CHOCOLAT,18
Oat bran flakes with raisins;;;USA,19
Prepared foods obtained by the roasting of cereal products; 아레스 소이오곡 라떼 파우더,19
Popcorn preparation puffed; CRACKER JACK CARAMEL COATED POPCORN  PEANUTS; USA,19
Food preparation 시리어밀,19
Rice flour preparation,19
Steamed rice in grain form not containing cocoa; ORGANIC QUINOA  BROWN RICE WITH GARLIC; USA,19
Whey preparation;WHEY PLEX,19
Potato starch preparation,19
Bakers waresfrozen;CHIP CORN TORTILLAS,19
Cooked rice; Green curry chicken jasmine rice; THAILND,19
Corn flour prepration;BEEF TAMALE;Frozen128gpack;For food;Tamale flour2516soybean oil503salt08beef pattle mix 488cooked beef 982textured vegetable protein115wateretc;USA,19
Prepared food by swelling of corn cereals products Crisp corn cereal,19
Tapioca starch preparation;; Tapioca starch 89 maltodextrin 107 salt 03,19
Rice flour preparation for bakers wares;POTATO BUGLES PELLET;;PRCHINA,19
Pasta; BTN WHITE CHEDDAR SHELLS AND CHEESE; USA,19
Milk preparations; Sweetened Condensed Non Dairy Creamer,19
Prepared foods obtained by the swelling or roasting of cereal products; CALBEE CEREAL; JAPAN,19
Puffed rice; BANANA BUGSNMUD,19
Bakers ware,19
Oat flour preparation; SoluOats; PRCHNA,19
Cake frozen ; Original gourmet custard square ; NEWZLND,19
Noodle,19
Crackers; CRISPY TRAILMIX CRACKERS; THAILND,19
Ramen; 수출올리브짜파게티,19
Sweet biscuit; Fine Crumbled Biscuit; BIGPF1761; FRANCE,19
Snack,19
Rice otherwise prepared;Rice mixed with various delicacies;;;JAPAN,19
Bakers ware with laver; LAVER SNACK(CONSOMME),19
Bakers ware; Beef Pie; Mrs Macs Minced Beef  Cheese Pie; AUSTRAL,19
Rice Otherwise Preparation,19
Bakers wares of rice ;;Mixed han gwa;;;PRCHINA,19
Musli type preparations; OWL NUTRIFIELD SOY 6 IN 1 INSTANT GRAIN SOY CEREAL; VIETNAM,19
Pasta;Bag of Bones,19
Mixes For Bakers Wares,19
Food preparation of rice flour ; 아이시루딸기설기 ; RKOREA,19
Prepared foods obtained by the swelling of cerial products; COOKIECREAM RUMBLES,19
Ramen; 농심사리면,19
Bakerware; TRADITIONAL AUSSIE BITES; USA,19
Skim milk powder 49 mixed with coffee powder 15 sugar 36 MC4915,19
Food preparation of goods of heading 0401 to 0404; EZ Zinc Plus D; 이지아연플러스디,19
Buckwheat flour roasted; 볶음메밀가루(Roasted buckwheat flour)R,19
Pizza pie; Pizza pockets,19
Biscuits; DARE CELEBRATION COLLECTION(Vinta Cracker Grains first Breton multigrain Breton original Cabaret),19
Tapioca starch preparation;BLENDEX 007010;White powder;Tapioca starch 45 pregelatinised starch 435 maltodextrin(DE 134) 85 dietary fiber 3;THAILND,19
Crisp Savoury food Products(pleezer Ball),19
Food preparations of goods of headings 0401 to 0404; Millac Cooking lactose free 15; UK,19
Rice preparations precooked; 무항생제 닭안심을 넣은 나물비빔밥,19
Preparation of Milk; Appeal,19
Cereal preparationswelling,19
Food preparation of goods of heading 0401 to 0404; COLOSTRUM TABLET; USA,19
Food preparation of flour,19
Similar toasted products ; SKORPOR FULLKORN ; SWEDEN,19
Pastry;MONTEREY SHREDDED BEEF  CHEESE BURRITO;Frozen5ozpack ;For food;Wheat flour 3112soybean oil236shredded beef341natural cheese781green chili1066tomato165etc;USA,19
Wheat flour preparation,19
Food preparations of goods of headings 0401 to 0404; CHEESE FLAVOR; SNGAPOR,19
Vegetable lasagne with Zucchini,19
Wheat flour preparation;Powder;For food;Wheat flour 975 Spinach powder 25;RKOREA,19
Crackers; SUNSHINE CHEEZIT ORIGINAL CRACKERS; USA,19
Bakers ware ; LENTIL CHIPS ; USA,19
Mung bean starch preparation;,19
Preparationn of Milk,19
Bakers wares; Cookies Cream Ice Cream Sandwich; USA,19
Buckwheat powder roasted,19
Stuffed pasta;SWEET POTATO SPRING ROLL;For food,19
 Milk Preparations (상품명)  Slim FastCappuccino Delight  Slim Fast Chocolate Royale  Slim Fast Banana Cream Flavor,19
PastryBEEFBEAN RED CHILI BURRITO;Frozen5ozpack;For food; Wheat flour 3112soybean oil236cooked pinto beans2837cooked beef 141green chilies070textured vegetable protein053etc;USA,19
Noodle; KONPIRA SOBA; JAPAN,19
Rice flour preparationPuffer Rice,19
Dried Banana Puree Powder,19
Ramen ; 밥차 사천식 짜장면밥 ; RKOREA,19
Sweet biscuits; CEBUERRE; JAPAN,19
Food preparations of goods of headings 0401 to 0404; CARAMEL PANNACOTTA; ITALY,19
Sweet biscuits; SERENA COCONUT CRACKER; TAIWAN,19
Brown rice flakes;;현미플레이크;;;RKOREA,19
Tapioca Starch preparation;JIN FOOD MIXTURE,19
Coconut powder preparation,19
Rice flour preparations; 블랙푸드7곡혼합분말,19
Wafers; STARBUCKS COOKIE STRAW; USA,19
Cherry Turnover (Raw),19
Rice cakes slice Duk Kuk,19
Rice flour preparation ; 흑미미숫가루,19
Biscuits;IRONFORTIFIED BISCUITS;For food;Wheat flour 71897 sugar 108shortening 72egg 24corn starch 24salt 04whey minerals 14backing soda 01etc;JAPAN,19
Glutinous rice preparation;단팥지마구,19
Corn starch mixed with egg white 24 salt 24 calcinated calcium FR powder 20,19
Food preparations of goods of headings 0401 to 0404; 유크림혼합분; RKOREA,19
Wheat preparation;SESAME BALL,19
Prepared foods obtained by the roasting of cereal products; OATS AND BISCUIT MILK; MALAYA,19
Instant noodles; 안동참마쌀국수; RKOREA,19
Pancake frozen; ALL NATURAL MINI PANCAKES; USA,19
Product consisting of natural milk constituent; 8010 Skim Colostrum Powder,19
Tapioca powder preparation;;Pineapple cracker pellets;;;INDNSIA,19
Microwave Beef pie,19
soup premix,19
Chia seed powder preparation; Chia and Blueberry Mix; BOLIVIA,19
Baker s ware; 스낵넛(Snack nut) 카푸치노,19
Bread crumb Panko,19
Rice flour preparations;Yak Marrow Strong Bonedust;;PRCHNA,19
Cracker; MINI CRACKER CORN POTAGE TASTE; R KOREA,19
Corn tortilla chips,19
Stuffed pasta Beef steak burrito,19
Potato starch preparation,19
Bakers ware; PEANUTS WITH COCONUT; VIETNAM,19
Bakers ware; Tostitos Scoops Tortilla Chips; USA,19
Crackers; Crisp baked crackers with Sea Salt; ISRAEL,19
Almond powder preparation; MILKERVE,19
Food preparation of meal; 웰빙프리미엄다이어트; RKOREA,19
Oat meal preparation;;meal;For food;Oat meal 80 skim milk powder 5 maltodextrin 5 apple powder 2 pea powder 2 tomato powder 2 pumpkin powder 2 carrot powder 2;USA,19
Nonglutinous riceprecooked;;For food;Nonglutinous rice 90126 glutinous rice 6799 sugar salt etc;PRCHNA,19
Biscuit; THAILND,19
Wheat flour preparation; 우리밀 부침가루; RKOREA,19
Pasta preparation;;Okonomi Yaki ;;;JAPAN,19
Puffed rice; NEAPOLITAN SUPER POPS,19
(신청품명) Cereals Of Musli type preparations ; C20 ; GERMANY,19
Cereals precooked; Wheatberry Black Quinoa Couscous,19
Milk preparation;IMMUNOACTIVE CHEWABLE COLOSTRUM MILK,19
Bakers wares; MINI HOOPS PLAIN; SPAIN,19
Sweet biscuits; Belgian Caramelised Cookies 568532; BELGIUM,19
Prepared foods obtained by the swelling of cereal products; FRUITY LUCKY CHARMS WITH 3 NEW UNICORNS,19
Rice cake preparation; 쫄떡쫄떡; RKOREA,19
Bakery Stuffed With Fruit Jam,19
Biscuit;STICK VEGETABLE CRACKER;Stick35gpack;For food;Wheat flour 73979starch96shortening72soy sauce19yeataltetc;JAPAN,19
Preparation of milk Foaming creamer,19
Milk preparation,19
Bakery Stuffed With Fruit Jam,19
Yam preparation,20
Corn roasted,20
Banana preparartions,20
Soy Beverage powder;;;BRAZIL,20
Potato flake preparation; 감자혼합분말(poto mix powder),20
Mixtures of juices; 과채주스; 제주뜰에 옐로우,20
Mushroom preparations ;; PRCHINA,20
Soybean preparation; SPRAY DRIED SOYMILK POWDER; USA,20
Cashew nut preparation;HONEY SESAME CASHEW NUT;Net150gcan;For food;cashew nut 85sesame 65honey 40glucose syrup 20 sugaretc;THAILND,20
Vegetable preparation;CP7 CURRY POTOUFEU OF CHICKEN,20
Strawberry preparation;PASTA FRAGOLA EXTRA,20
Jackfruit preparation; JACKFRUIT IN SYRUP(CHAOKOH) ; THAILND,20
Mango preparations; PHILR,20
Okra preparations; OKra chips; THAILND,20
Olive preparation; Pitted cocktail mix,20
Phaseolus Grits steamed; Cooked Black Bean Grits 282001; USA,20
Lime preparation; 후루티리얼라임에이드,20
mixture of Fruit juices Ceres Granadilla,20
Potato preparation;POTATO FLAKES PREPARATIONN,20
Cassava chip preparation; MAXI CASSAVA CHIPS ORIGINAL,20
Taro chip preparation ; GREENDAY TARO CHIPS ; THAILND,20
Blueberry preparation;STDALFOUR WILDBLUEBERRY;Paste 284gbtl;For dessert; Blueberry 50 grapejuice concentrate 495 pectin 05; STDALFOUR FRANCE,20
Sweet potato slice friedFrued sweet potato flake,20
Soyabean preparations; SOYA MIX HONEYBAR;;CANADA,20
Cultivated mushrooms(Agaricus bisporus) preparation; Shake Shack Vegetarian Mushroom Burger with chees,20
Apricot preparation,20
Pineapple preparations;;Pineapple  Cream Parfait;;;THAILAND,20
Sweet potato preparation 허니버터 고구마 스프레드,20
Jack fruit preparations ; Dried Jack Fruit (Dried Tropical Jack Fruit); VIETNAM,20
Sweet corn powder,20
Guava preparation; Dried Guava,20
Banana preparation ; BAKERS BANANA ; VIETNAM,20
Vegetable preparations,20
Grapefruit preparations; 자몽 젤리; JAPAN,20
Apple preparation,20
Banana preparation; BANANA MONG BANANA CHIPS; THAILND,20
Peanut preparation;POSHETTE OTUBU PEANUTS;;;JAPAN,20
prepared Corn (Microwave Popcorn Butter),20
Vegetable preparation; CP4 SIMMERED CODFISH  HIJIKI(대구와 톳),20
Nuts preparation; FRUIT ALMOND SNACK CHERRIES APPLES MAPLE; USA,20
Sweet potato cooked and frozen,20
Mixtures of fruit juice concentrate; 아름다운석류 블랙라벨(Beautiful Pomegranate); RKOREA,20
Peanut preparation;;;JAPAN,20
Mixed fruit preparation; APPLE BANANA BAR; USA,20
Nuts preparation; 이스트발리캐슈 칠리라임 캐슈넛 (35g treats roasted); NO 8997033001529,20
Tomato preserved; Dried Tomatoes,20
Potato powder preparation ; POTATO PRE MIX ; USA,20
Wheatgrass preparation; Activz wheatgrass,20
Manioc preparation;;Kusuka;;;INDONESIA,20
Apple juice; PRESHAFRUIT LITE GRANNY SMITH APPLE; AUSTRAL,20
Onion preparation; THE GRACIOUS GOURMET BLASAMIC FOUR ONION SPREAD; USA,20
Mixtures of juices on the basic of grape juice; WHITE GRAPE PEACH 100 JUICE BLEND FROM CONCENTRATE,20
Seeds otherwise prepared; 몰트그레인; GERMANY,20
Peanut roasted;;;PRCHNA,20
Sweet potato preparation; ORGANIC SWEET POTATO CHIPS; USA,20
Roasted Pistachio Preparations,20
Sesame preparation; WHITE SESAME CRISP,20
Vegetables preparations; SG4767,20
Roasted pinenut paste,20
Jujube preparation; PRCHNA,20
Peas preparation,20
알로에베라농축액(Aloe Vera Gel Concentrate),20
Cranberry preparation;Mariani cranberries;Cranberry sugar;USA,20
Pineapple juice;DOLE PINEAPPLE GRAPEFRUIT JUICE DRINK;Liquid 240ml can ;For beverage;Pineapple juice concentrate 776 sugar syrup12 9 citric acid 019 Vitamin C 0036 Gapefruit flavor 0008 Wateretc;DOLE PHILIPPINS PHILR,20
Mango preparation; DRIED MANGO; THAILND,20
Potato preparation; OTHER EDIBLE PARTS OF PLANTS; VF CHIPS ; PRCHNA,20
Jam ; STRAWBERRY CRUSH ; VIETNAM,20
Fruit mixtures preparation; THE GRACIOUS GOURMETMANGO PINEAPPLE CHUTNEY; USA,20
Mango preparations; MANGO PUREE; PHILR,20
PLUM PREPARATION;SLIM PLUMS활섬매;;;TAIWAN,20
Grapes preparations;뚜또 거봉포도;;RKOREA,20
BAZZITTLE ORIGINAL,20
Groundnuts preparations; Nutty Caramel Popcorn,20
Manioc(cassava) preparations; Cassava Chip,20
Sesame preparation;KERO KERO KEROPY FURIKAKE,20
Almond preparation; Smokehouse Almonds; THAILAND,20
Mango preparation; 망고 젤리; JAJPAN,20
Peanut preparation; 라멘땅콩; JAPAN,20
Sesame preparation,20
